"SUMMONS_NUMBER","PLATE","STATE","WS_TYPE","ISSUE_DATE","VIOLATION_DESCRIPTION","VIOLATION_CODE","FINE_AMOUNT","VIOLATION_COUNTY","FRONT_OF_OPPOSITE","HOUSE_NUMBER","STREET_NAME","INTERSECT_STREET_NAME","STREET_CODE1","STREET_CODE2","STREET_CODE3"
"7531403195","BZH3301   ","NY","PAS","20100305","16A-No Std (Com Veh) Non-COM                                                     ","16","095","K    ","O","78          ","Willoughby St       ","                    ","93250","54650","21130"
"1293012737","DDG6021   ","NY","PAS","20100328","                                                                                 ","40","115","Q    ","I","            ","                    ","S/W C/O 219 ST      ","00000","00000","00000"
"7551024270","BZH4209   ","NY","PAS","20100305","21-No Parking (street clean)                                                     ","21","045","K    ","F","808         ","Halsey St           ","                    ","46730","73110","50930"
"7990069854","BZH4644   ","NY","PAS","20100305","14-No Standing                                                                   ","14","115","NY   ","O","1221        ","York Ave            ","                    ","45590","18290","18310"
"7822876818","BZH4801   ","NY","PAS","20100307","13-No Stand (taxi stand)                                               Y015001003","13","115","NY   ","O","458         ","7th Ave             ","                    ","10610","34450","34470"
"7154178528","BZH7576   ","NY","PAS","20100306","34-Expired Meter                                                                 ","34","035","Q    ","F","40-13       ","30th Ave            ","                    ","07790","57490","09640"
"7957675750","BZH7701   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","R    ","F","2724        ","Hylan Blvd          ","                    ","34100","15320","43935"
"7338299869","BZH8572   ","NY","PAS","20100306","37-Expired Muni Meter                                                            ","37","065","NY   ","O","1111        ","Madison Ave         ","                    ","25390","18650","18670"
"7549391932","BZH8677   ","NY","PAS","20100305","46A-Double Parking (Non-COM)                                                     ","46","115","K    ","F","446         ","Wyona St            ","                    ","94930","19830","34330"
"7472694812","BZH8830   ","NY","PAS","20100306","71A-Insp Sticker Expired (NYS)                                                   ","71","065","Q    ","F","18419       ","Midland Pky         ","                    ","55890","51960","39000"
"7217035223","BZH8873   ","NY","PAS","20100305","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","K    ","I","            ","Other-See Comments  ","Bay Ridge Lot       ","00000","00000","00000"
"7100684420","BZJ1522   ","NY","PAS","20100307","71A-Insp Sticker Expired (NYS)                                         Y015001003","71","065","Q    ","I","            ","Bayside Lot         ","                    ","29750","40404","40404"
"7100684432","BZJ1522   ","NY","PAS","20100307","17-No Stand (exc auth veh)                                                       ","17","095","Q    ","I","            ","Bayside Lot         ","                    ","29750","40404","40404"
"7190152829","BZJ1556   ","NY","PAS","20100305","37-Expired Muni Meter                                                            ","37","065","NY   ","F","8           ","Mott St             ","                    ","26790","14930","27990"
